Id,Target
1,missed
2,missed
3,missed
4,missed
5,missed
6,missed
7,missed
8,missed
9,missed
10,missed
11,missed
12,missed
13,missed
14,missed
15,missed
16,missed
17,missed
18,missed
19,missed
20,missed
21,missed
22,missed
23,missed
24,missed
25,missed
26,missed
27,missed
28,missed
29,missed
30,missed
31,missed
32,missed
33,made
34,missed
35,missed
36,missed
37,missed
38,missed
39,missed
40,missed
41,missed
42,missed
43,missed
44,missed
45,missed
46,missed
47,missed
48,missed
49,missed
50,missed
51,missed
52,missed
53,missed
54,missed
55,missed
56,missed
57,missed
58,missed
59,missed
60,missed
61,missed
62,missed
63,missed
64,missed
65,missed
66,missed
67,missed
68,missed
69,missed
70,missed
71,missed
72,missed
73,missed
74,missed
75,missed
76,missed
77,missed
78,missed
79,missed
80,missed
81,missed
82,missed
83,missed
84,missed
85,missed
86,missed
87,missed
88,missed
89,missed
90,missed
91,missed
92,missed
93,missed
94,missed
95,missed
96,missed
97,missed
98,missed
99,missed
100,missed
101,missed
102,missed
103,missed
104,missed
105,missed
106,missed
107,missed
108,missed
109,missed
110,missed
111,missed
112,missed
113,missed
114,missed
115,missed
116,missed
117,missed
118,missed
119,missed
120,missed
121,missed
122,missed
123,missed
124,missed
125,missed
126,missed
127,missed
128,missed
129,missed
130,missed
131,missed
132,missed
133,missed
134,missed
135,missed
136,missed
137,missed
138,missed
139,missed
140,missed
141,missed
142,missed
143,missed
144,missed
145,missed
146,missed
147,missed
148,missed
149,missed
150,missed
151,missed
152,missed
153,missed
154,missed
155,missed
156,missed
157,missed
158,missed
159,missed
160,missed
161,missed
162,missed
163,missed
164,missed
165,missed
166,missed
167,missed
168,missed
169,missed
170,missed
171,missed
172,missed
173,missed
174,missed
175,missed
176,missed
177,missed
178,missed
179,missed
180,missed
181,missed
182,missed
183,missed
184,missed
185,missed
186,missed
187,missed
188,missed
189,missed
190,missed
191,missed
192,missed
193,missed
194,missed
195,missed
196,missed
197,missed
198,missed
199,missed
200,missed
201,missed
202,missed
203,missed
204,missed
205,missed
206,missed
207,missed
208,missed
209,missed
210,missed
211,missed
212,missed
213,missed
214,missed
215,missed
216,missed
217,missed
218,missed
219,missed
220,missed
221,missed
222,missed
223,missed
224,missed
225,missed
226,missed
227,missed
228,missed
229,missed
230,missed
231,missed
232,missed
233,missed
234,missed
235,missed
236,missed
237,missed
238,missed
239,missed
240,missed
241,missed
242,missed
243,missed
244,missed
245,missed
246,missed
247,missed
248,missed
249,missed
250,missed
251,missed
252,missed
253,missed
254,missed
255,missed
256,missed
257,missed
258,missed
259,missed
260,missed
261,missed
262,missed
263,missed
264,missed
265,missed
266,missed
267,missed
268,missed
269,missed
270,missed
271,missed
272,missed
273,missed
274,missed
275,missed
276,missed
277,missed
278,missed
279,missed
280,missed
281,missed
282,missed
283,missed
284,missed
285,missed
286,missed
287,missed
288,missed
289,missed
290,missed
291,missed
292,missed
293,missed
294,missed
295,missed
296,missed
297,missed
298,missed
299,missed
300,missed
301,missed
302,missed
303,missed
304,missed
305,missed
306,missed
307,missed
308,missed
309,missed
310,missed
311,missed
312,missed
313,missed
314,missed
315,missed
316,missed
317,missed
318,missed
319,missed
320,missed
321,missed
322,missed
323,missed
324,missed
